Location,Price,Sq. ft.,Ba,Br,Link
"4616 Sidereal Dr, Austin, TX 78727","$479,000 ","1,573 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4616-Sidereal-Dr-Austin-TX-78727/29444125_zpid/
"7905 Mesa Trails Cir, Austin, TX 78731","$797,700 ","2,614 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/7905-Mesa-Trails-Cir-Austin-TX-78731/29355461_zpid/
"4529 Avenue C, Austin, TX 78751","$1,075,000 ","1,516 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4529-Avenue-C-Austin-TX-78751/29405076_zpid/
"3019 Val Dr, Austin, TX 78723","$629,000 ","1,922 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/3019-Val-Dr-Austin-TX-78723/29410139_zpid/
"2529 McDonald Way, Austin, TX 78754","$393,000 ","1,346 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2529-McDonald-Way-Austin-TX-78754/119632621_zpid/
"5812 Loblolly Ln #93, Austin, TX 78744","$339,500 ","1,062 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/5812-Loblolly-Ln-93-Austin-TX-78744/124844056_zpid/
"441 Santaluz Ln, Austin, TX 78732","$1,950,000 ","4,432 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/441-Santaluz-Ln-Austin-TX-78732/80106221_zpid/
"14412 Cochise Trl, Austin, TX 78734","$899,900 ","2,155 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/14412-Cochise-Trl-Austin-TX-78734/144196433_zpid/
"1312 Delano St, Austin, TX 78721","$495,000 ","1,660 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1312-Delano-St-Austin-TX-78721/83818476_zpid/
"1601 Lightsey Rd #1, Austin, TX 78704","$1,599,000 ","2,496 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/1601-Lightsey-Rd-1-Austin-TX-78704/338246043_zpid/
"5712 Baythorne Dr, Austin, TX 78747","$435,000 ","1,474 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/5712-Baythorne-Dr-Austin-TX-78747/305429043_zpid/
"96 San Marcos St, Austin, TX 78702","$499,460 ",611 sqft,1 ba,1 bd,https://www.zillow.com/homedetails/96-San-Marcos-St-Austin-TX-78702/29383958_zpid/
"3115 Ski Shores Ter, Austin, TX 78730","$5,100,000 ","2,414 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/3115-Ski-Shores-Ter-Austin-TX-78730/29344886_zpid/
"15516 Prestancia Dr, Austin, TX 78717","$895,000 ","3,404 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/15516-Prestancia-Dr-Austin-TX-78717/80127542_zpid/
"1307 Neans Dr, Austin, TX 78758","$529,000 ","1,693 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1307-Neans-Dr-Austin-TX-78758/29432212_zpid/
"2301 Golden Gate Park, Austin, TX 78732","$719,000 ","2,833 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/2301-Golden-Gate-Park-Austin-TX-78732/83819037_zpid/
"5204 Pony Chase, Austin, TX 78727","$1,450,000 ","3,770 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5204-Pony-Chase-Austin-TX-78727/29442044_zpid/
"6709 Midwood Pkwy, Austin, TX 78736","$975,000 ","2,880 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/6709-Midwood-Pkwy-Austin-TX-78736/305426486_zpid/
"3705 Caney Creek Rd, Austin, TX 78732","$769,000 ","3,551 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/3705-Caney-Creek-Rd-Austin-TX-78732/29359544_zpid/
"8701 Old Corral Cv, Austin, TX 78737","$899,900 ","3,272 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/8701-Old-Corral-Cv-Austin-TX-78737/120897750_zpid/
"3309 Oxsheer Dr, Austin, TX 78732","$925,000 ","3,165 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/3309-Oxsheer-Dr-Austin-TX-78732/29359897_zpid/
"2210 Hartford Rd, Austin, TX 78703","$1,750,000 ","2,051 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2210-Hartford-Rd-Austin-TX-78703/29333270_zpid/
"6308 Dorchester Dr, Austin, TX 78723","$790,000 ","1,872 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/6308-Dorchester-Dr-Austin-TX-78723/29407252_zpid/
"424 Racetrack Dr, Austin, TX 78748","$574,900 ","1,947 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/424-Racetrack-Dr-Austin-TX-78748/62608452_zpid/
"1111 Village Green Dr, Austin, TX 78753","$375,000 ","1,102 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1111-Village-Green-Dr-Austin-TX-78753/29422887_zpid/
"290 Lexington Dr, Austin, TX 78737","$600,000 ","2,174 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/290-Lexington-Dr-Austin-TX-78737/67389614_zpid/
"1423 Braes Ridge Dr, Austin, TX 78723","$679,999 ","1,643 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/1423-Braes-Ridge-Dr-Austin-TX-78723/29407023_zpid/
"819 Kemp Hills Dr, Austin, TX 78737","$750,000 ","2,146 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/819-Kemp-Hills-Dr-Austin-TX-78737/28596587_zpid/
"11800 Gate Way, Austin, TX 78727","$695,000 ","1,972 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11800-Gate-Way-Austin-TX-78727/58305438_zpid/
"5703 Glenhollow Path, Austin, TX 78745","$399,900 ","1,103 sqft",1 ba,4 bds,https://www.zillow.com/homedetails/5703-Glenhollow-Path-Austin-TX-78745/29489537_zpid/
"8124 City Top Blvd, Austin, TX 78724","$490,000 ","2,313 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8124-City-Top-Blvd-Austin-TX-78724/331623198_zpid/
"5611 Magee Bnd, Austin, TX 78749","$675,000 ","2,775 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5611-Magee-Bnd-Austin-TX-78749/64874485_zpid/
"11502 JOHNNY WEISMULLER LN, Austin, TX 78748","$450,000 ","1,707 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/11502-Johnny-Weismuller-Ln-Austin-TX-78748/80106271_zpid/
"6631 Dogwood Creek Dr, Austin, TX 78746","$1,875,000 ","3,615 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/6631-Dogwood-Creek-Dr-Austin-TX-78746/29344854_zpid/
"1305 Meriden Ln, Austin, TX 78703","$4,500,000 ","5,385 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/1305-Meriden-Ln-Austin-TX-78703/29331717_zpid/
"7907 Northforest Dr, Austin, TX 78759","$592,000 ","1,481 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/7907-Northforest-Dr-Austin-TX-78759/29426036_zpid/
"5961 Salcon Cliff Dr, Austin, TX 78749","$599,900 ","1,892 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5961-Salcon-Cliff-Dr-Austin-TX-78749/29496771_zpid/
"4307 Churchill Downs Dr, Austin, TX 78746","$7,250,000 ","5,719 sqft",7 ba,5 bds,https://www.zillow.com/homedetails/4307-Churchill-Downs-Dr-Austin-TX-78746/29346519_zpid/
"5102 Beverly Skyline, Austin, TX 78731","$3,950,000 ","5,084 sqft",7 ba,5 bds,https://www.zillow.com/homedetails/5102-Beverly-Skyline-Austin-TX-78731/29344391_zpid/
"1301 Cedar Stand Pass, Austin, TX 78748","$475,000 ","1,895 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1301-Cedar-Stand-Pass-Austin-TX-78748/119557444_zpid/
"10912 Sierra Oaks, Austin, TX 78759","$825,000 ","2,295 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/10912-Sierra-Oaks-Austin-TX-78759/29367873_zpid/
"1501 Damon Rd #1, Austin, TX 78745","$775,000 ","2,248 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/1501-Damon-Rd-1-Austin-TX-78745/2058490615_zpid/
"2508 E 4th St #A, Austin, TX 78702","$674,000 ",865 sqft,3 ba,2 bds,https://www.zillow.com/homedetails/2508-E-4th-St-A-Austin-TX-78702/2059092911_zpid/
"812 W Mary St, Austin, TX 78704","$2,750,000 ","2,606 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/812-W-Mary-St-Austin-TX-78704/29472627_zpid/
"6312 Avery Island Ave, Austin, TX 78727","$380,000 ","1,020 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/6312-Avery-Island-Ave-Austin-TX-78727/29375536_zpid/
"3141 Wavecrest Blvd, Austin, TX 78728","$460,000 ","1,962 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/3141-Wavecrest-Blvd-Austin-TX-78728/29451074_zpid/
"5203 Periwinkle Path, Austin, TX 78745","$659,000 ","1,583 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5203-Periwinkle-Path-Austin-TX-78745/58313765_zpid/
"11104 Amesite Trl, Austin, TX 78726","$825,000 ","2,998 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/11104-Amesite-Trl-Austin-TX-78726/29372981_zpid/
"6809 Mesa Dr, Austin, TX 78731","$1,249,888 ","2,899 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/6809-Mesa-Dr-Austin-TX-78731/29351723_zpid/
"8212 Spire Vw, Austin, TX 78744","$769,000 ","2,504 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8212-Spire-Vw-Austin-TX-78744/331624951_zpid/
"5905 Zachary Scott St, Austin, TX 78747","$379,000 ","1,398 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5905-Zachary-Scott-St-Austin-TX-78747/111371241_zpid/
"14806 Running Deer Trl, Austin, TX 78734","$595,000 ","2,212 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/14806-Running-Deer-Trl-Austin-TX-78734/83126618_zpid/
"7709 Saddle Up Dr, Austin, TX 78724","$549,900 ","2,381 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7709-Saddle-Up-Dr-Austin-TX-78724/331628155_zpid/
"2140 McCloskey St, Austin, TX 78723","$850,000 ","1,439 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2140-McCloskey-St-Austin-TX-78723/83125271_zpid/
"10424 Turnbull Loop, Austin, TX 78717","$490,000 ","1,864 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/10424-Turnbull-Loop-Austin-TX-78717/243333470_zpid/
"4615 White Elm Dr, Austin, TX 78749","$724,500 ","1,654 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4615-White-Elm-Dr-Austin-TX-78749/29480635_zpid/
"6609 Loretta White Ln, Austin, TX 78744","$475,000 ","2,621 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/6609-Loretta-White-Ln-Austin-TX-78744/249890792_zpid/
"4200 Cat Mountain Dr, Austin, TX 78731","$2,150,000 ","4,834 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/4200-Cat-Mountain-Dr-Austin-TX-78731/29349426_zpid/
"8304 Yokohama Ter, Austin, TX 78744","$574,500 ","2,362 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/8304-Yokohama-Ter-Austin-TX-78744/337141504_zpid/
"8320 Montoya Cir, Austin, TX 78717","$575,000 ","2,444 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8320-Montoya-Cir-Austin-TX-78717/29596741_zpid/
"10108 Talleyran Dr, Austin, TX 78750","$850,000 ","3,037 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/10108-Talleyran-Dr-Austin-TX-78750/29370593_zpid/
"4603 Quicksilver Blvd, Austin, TX 78744","$370,000 ","1,239 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4603-Quicksilver-Blvd-Austin-TX-78744/29510752_zpid/
"4610 Halliday Ave, Austin, TX 78725","$330,000 ","1,225 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4610-Halliday-Ave-Austin-TX-78725/241930774_zpid/
"4905 W Market Dr, Austin, TX 78731","$850,000 ","1,492 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4905-W-Market-Dr-Austin-TX-78731/29342866_zpid/
"7812 Crystalbrook W, Austin, TX 78724","$485,000 ","2,089 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7812-Crystalbrook-W-Austin-TX-78724/305431082_zpid/
"11311 April Dr, Austin, TX 78753","$675,000 ","1,935 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/11311-April-Dr-Austin-TX-78753/29433228_zpid/
"6615 Galindo St, Austin, TX 78741","$330,000 ",858 sqft,1 ba,3 bds,https://www.zillow.com/homedetails/6615-Galindo-St-Austin-TX-78741/29464039_zpid/
"4705 Balcones Dr, Austin, TX 78731","$1,400,000 ","3,043 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/4705-Balcones-Dr-Austin-TX-78731/29343064_zpid/
"6614 Carisbrooke Ln, Austin, TX 78754","$394,500 ","1,806 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/6614-Carisbrooke-Ln-Austin-TX-78754/29424464_zpid/
"1010 E 44th St, Austin, TX 78751","$775,000 ",981 sqft,2 ba,2 bds,https://www.zillow.com/homedetails/1010-E-44th-St-Austin-TX-78751/29399514_zpid/
"6916 Doyal Dr, Austin, TX 78747","$355,000 ","1,350 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/6916-Doyal-Dr-Austin-TX-78747/64700805_zpid/
"8902 Meridian Oak Ln, Austin, TX 78744","$489,000 ","2,697 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8902-Meridian-Oak-Ln-Austin-TX-78744/70343483_zpid/
"2400 Aldford Dr, Austin, TX 78745","$445,000 ","1,268 sqft",1 ba,3 bds,https://www.zillow.com/homedetails/2400-Aldford-Dr-Austin-TX-78745/29488646_zpid/
"6009 Glen Meadow Dr, Austin, TX 78745","$549,900 ","1,283 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/6009-Glen-Meadow-Dr-Austin-TX-78745/29492670_zpid/
"1106 Enfield Rd, Austin, TX 78703","$1,375,000 ","1,722 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1106-Enfield-Rd-Austin-TX-78703/29389158_zpid/
"2411 Eagle Point, Lakeway, TX 78734","$597,000 ","2,304 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2411-Eagle-Point-Lakeway-TX-78734/29360115_zpid/
"1912 Montana Sky Dr, Austin, TX 78727","$507,000 ","2,691 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/1912-Montana-Sky-Dr-Austin-TX-78727/29445428_zpid/
"5506 Kings Hwy, Austin, TX 78745","$497,000 ","1,282 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5506-Kings-Hwy-Austin-TX-78745/29485212_zpid/
"2705 1/2 Stratford Dr, Austin, TX 78746","$6,500,000 ","4,776 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/2705-1-2-Stratford-Dr-Austin-TX-78746/29330213_zpid/
"6501 Krollton Dr, Austin, TX 78745","$625,000 ","1,354 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/6501-Krollton-Dr-Austin-TX-78745/29488560_zpid/
"13700 Camp Comfort Ln, Austin, TX 78717","$899,900 ","3,047 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/13700-Camp-Comfort-Ln-Austin-TX-78717/124155548_zpid/
"9004 Hunters Trce, Austin, TX 78758","$467,000 ","1,503 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/9004-Hunters-Trce-Austin-TX-78758/29427425_zpid/
"4808 Shoal Creek Blvd, Austin, TX 78756","$765,000 ","2,004 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4808-Shoal-Creek-Blvd-Austin-TX-78756/29409192_zpid/
"7302 Meador Ave, Austin, TX 78752","$568,000 ","1,429 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/7302-Meador-Ave-Austin-TX-78752/64692625_zpid/
"1301 Pike Rd, Austin, TX 78734","$550,000 ","1,170 sqft",1 ba,2 bds,https://www.zillow.com/homedetails/1301-Pike-Rd-Austin-TX-78734/29354241_zpid/
"3201 Catalina Dr, Austin, TX 78741","$589,000 ","2,046 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/3201-Catalina-Dr-Austin-TX-78741/29465260_zpid/
"1701 Pasadena Dr, Austin, TX 78757","$1,875,000 ","2,912 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/1701-Pasadena-Dr-Austin-TX-78757/29419082_zpid/
"2115 Elysian Flds, Austin, TX 78727","$495,999 ","1,458 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2115-Elysian-Flds-Austin-TX-78727/29445208_zpid/
"8803 Sansom Rd, Austin, TX 78754","$679,000 ","3,565 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/8803-Sansom-Rd-Austin-TX-78754/29415569_zpid/
"8404 Sweet Cherry Dr, Austin, TX 78750","$1,050,000 ","3,064 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/8404-Sweet-Cherry-Dr-Austin-TX-78750/29370294_zpid/
"1801 W Saint Johns Ave, Austin, TX 78757","$665,500 ","1,516 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1801-W-Saint-Johns-Ave-Austin-TX-78757/29418074_zpid/
"2503 Deerfoot Trl, Austin, TX 78704","$2,475,000 ","2,480 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/2503-Deerfoot-Trl-Austin-TX-78704/29324504_zpid/
"4524 Chesney Ridge Dr, Austin, TX 78749","$548,000 ","1,744 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4524-Chesney-Ridge-Dr-Austin-TX-78749/58315646_zpid/
"3204 Belgrave Falls Ln, Austin, TX 78748","$559,000 ","2,554 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/3204-Belgrave-Falls-Ln-Austin-TX-78748/70332822_zpid/
"1303 Richcreek Rd, Austin, TX 78757","$775,000 ","1,522 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1303-Richcreek-Rd-Austin-TX-78757/29419046_zpid/
"1303 S 5th St, Austin, TX 78704","$625,000 ",666 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/1303-S-5th-St-Austin-TX-78704/29321995_zpid/
"1909 Rinker Ranch Dr, Austin, TX 78725","$395,000 ","1,370 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1909-Rinker-Ranch-Dr-Austin-TX-78725/246080314_zpid/
"4913 Single Shot Cir, Austin, TX 78723","$480,000 ","1,209 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4913-Single-Shot-Cir-Austin-TX-78723/29396739_zpid/
"12109 Buckingham Gate Rd, Austin, TX 78748","$435,000 ","1,265 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/12109-Buckingham-Gate-Rd-Austin-TX-78748/29515336_zpid/
"5017 Trail West Dr, Austin, TX 78735","$978,000 ","2,389 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5017-Trail-West-Dr-Austin-TX-78735/29474120_zpid/
"2306 Bowman Ave, Austin, TX 78703","$1,695,000 ","2,774 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/2306-Bowman-Ave-Austin-TX-78703/29335839_zpid/
"6604 Lexington Rd, Austin, TX 78757","$1,385,000 ","2,501 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/6604-Lexington-Rd-Austin-TX-78757/29418581_zpid/
"2006 Ann Arbor Ave, Austin, TX 78704","$1,685,000 ","2,777 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/2006-Ann-Arbor-Ave-Austin-TX-78704/29322410_zpid/
"1706 Rockmoor Ave, Austin, TX 78703","$4,395,000 ","3,689 sqft",4 ba,3 bds,https://www.zillow.com/homedetails/1706-Rockmoor-Ave-Austin-TX-78703/29335439_zpid/
"9000 Pin Brush Dr, Austin, TX 78748","$550,000 ","2,068 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/9000-Pin-Brush-Dr-Austin-TX-78748/305427391_zpid/
"1408 Wooten Dr, Austin, TX 78757","$475,000 ","1,303 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1408-Wooten-Dr-Austin-TX-78757/29421446_zpid/
"2005 Matthews Ln, Austin, TX 78745","$599,000 ","1,024 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/2005-Matthews-Ln-Austin-TX-78745/89825913_zpid/
"107 W Concord Cir, Austin, TX 78737","$899,999 ","2,891 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/107-W-Concord-Cir-Austin-TX-78737/28602506_zpid/
"150 Saint Richie Ln, Austin, TX 78737","$595,000 ","2,064 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/150-Saint-Richie-Ln-Austin-TX-78737/96541322_zpid/
"11407 Eddie Egan Ln, Austin, TX 78748","$435,000 ","1,422 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/11407-Eddie-Egan-Ln-Austin-TX-78748/62608386_zpid/
"11429 Mordred Ct, Austin, TX 78739","$749,500 ","2,364 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11429-Mordred-Ct-Austin-TX-78739/29508052_zpid/
"5700 Wilder Rdg, Austin, TX 78759","$1,095,000 ","3,017 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5700-Wilder-Rdg-Austin-TX-78759/29363892_zpid/
"5404 Ingersoll Ln, Austin, TX 78744","$415,000 ","1,297 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5404-Ingersoll-Ln-Austin-TX-78744/145551615_zpid/
"280 Abbey Dr, Austin, TX 78737","$624,999 ","2,430 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/280-Abbey-Dr-Austin-TX-78737/67388666_zpid/
"8707 Azalea Trl, Austin, TX 78759","$1,279,000 ","2,462 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/8707-Azalea-Trl-Austin-TX-78759/29432033_zpid/
"4801 Senora Creek Ct, Austin, TX 78735","$960,000 ","2,797 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/4801-Senora-Creek-Ct-Austin-TX-78735/29474233_zpid/
"621 Mairo St, Austin, TX 78748","$480,000 ","2,054 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/621-Mairo-St-Austin-TX-78748/58316115_zpid/
"3807 Hyridge Dr, Austin, TX 78759","$1,575,000 ","2,475 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/3807-Hyridge-Dr-Austin-TX-78759/29432069_zpid/
"1700 W 32nd St, Austin, TX 78703","$3,750,000 ","3,575 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/1700-W-32nd-St-Austin-TX-78703/306639766_zpid/
"241 Venice Cv, Austin, TX 78737","$849,900 ","3,421 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/241-Venice-Cv-Austin-TX-78737/122076094_zpid/
"609 Clifford Dr #1, Austin, TX 78745","$997,000 ","2,615 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/609-Clifford-Dr-1-Austin-TX-78745/2059031069_zpid/
"5913 Sunshine Dr, Austin, TX 78757","$775,000 ","1,554 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/5913-Sunshine-Dr-Austin-TX-78757/29413239_zpid/
"9414 S Chisholm Trl, Austin, TX 78748","$475,000 ","1,916 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/9414-S-Chisholm-Trl-Austin-TX-78748/29511233_zpid/
"11108 Bruneau Trl, Austin, TX 78754","$495,000 ","2,347 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/11108-Bruneau-Trl-Austin-TX-78754/241932250_zpid/
"7506 Arboleda Cv, Austin, TX 78745","$524,900 ","2,020 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/7506-Arboleda-Cv-Austin-TX-78745/29497719_zpid/
"4616 Hank Ave, Austin, TX 78745","$495,000 ",766 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/4616-Hank-Ave-Austin-TX-78745/29480396_zpid/
"3922 Knollwood Dr, Austin, TX 78731","$1,325,000 ","2,668 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/3922-Knollwood-Dr-Austin-TX-78731/29351178_zpid/
"5508 Cordell Ln, Austin, TX 78723","$599,000 ","1,577 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5508-Cordell-Ln-Austin-TX-78723/29398667_zpid/
"7001 Woodhue Dr #A, Austin, TX 78745","$475,000 ","1,043 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/7001-Woodhue-Dr-A-Austin-TX-78745/2118381554_zpid/
"3209 Rustic River Cv, Austin, TX 78746","$2,750,000 ","7,000 sqft",6 ba,6 bds,https://www.zillow.com/homedetails/3209-Rustic-River-Cv-Austin-TX-78746/29341185_zpid/
"1205 McKinley Ave, Austin, TX 78702","$990,000 ","1,958 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1205-McKinley-Ave-Austin-TX-78702/64696561_zpid/
"2407 Coral Ridge Cir, Austin, TX 78747","$599,000 ","2,284 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2407-Coral-Ridge-Cir-Austin-TX-78747/29516250_zpid/
"296 Jacksdaw Dr, Austin, TX 78737","$1,295,000 ","4,162 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/296-Jacksdaw-Dr-Austin-TX-78737/331641356_zpid/
"9624 Newfoundland Cir, Austin, TX 78758","$599,000 ","1,698 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/9624-Newfoundland-Cir-Austin-TX-78758/29428539_zpid/
"12408 Granton Cv, Austin, TX 78754","$382,500 ","1,856 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/12408-Granton-Cv-Austin-TX-78754/70348573_zpid/
"5211 Emerald Meadow Dr, Austin, TX 78745","$525,000 ","1,368 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5211-Emerald-Meadow-Dr-Austin-TX-78745/29482818_zpid/
"4418 Mount Vernon Dr #A, Austin, TX 78745","$975,000 ","2,003 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/4418-Mount-Vernon-Dr-A-Austin-TX-78745/331626431_zpid/
"11200 Kirkland Hill Path, Austin, TX 78754","$386,000 ","1,647 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11200-Kirkland-Hill-Path-Austin-TX-78754/125902245_zpid/
"11609 Queens Way, Austin, TX 78759","$729,000 ","2,286 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/11609-Queens-Way-Austin-TX-78759/29550807_zpid/
"166 Indian Grass Cv, Austin, TX 78737","$898,000 ","3,204 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/166-Indian-Grass-Cv-Austin-TX-78737/2075037320_zpid/
"1105 Castile Rd, Austin, TX 78733","$2,300,000 ","4,132 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/1105-Castile-Rd-Austin-TX-78733/29345128_zpid/
"1404 Braes Ridge Dr, Austin, TX 78723","$480,000 ","1,647 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/1404-Braes-Ridge-Dr-Austin-TX-78723/29406933_zpid/
"2801 Bonnie Rd, Austin, TX 78703","$4,000,000 ","4,621 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/2801-Bonnie-Rd-Austin-TX-78703/29334035_zpid/
"10005 Nocturne Cv, Austin, TX 78750","$800,000 ","2,250 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/10005-Nocturne-Cv-Austin-TX-78750/29377343_zpid/
"9010 Jodie Ln, Austin, TX 78748","$595,000 ","2,596 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/9010-Jodie-Ln-Austin-TX-78748/145657793_zpid/
"6203 Langham St #2, Austin, TX 78741","$485,000 ",975 sqft,3 ba,2 bds,https://www.zillow.com/homedetails/6203-Langham-St-2-Austin-TX-78741/2059117493_zpid/
